"","police_event_information_date_time_received","long","lat"
"463",2025-05-08 23:34:14,-86.6715948,36.0597177
"464",2025-05-08 23:37:23,-86.5846059,36.0278391
"465",2025-05-08 23:37:44,-86.6839145,36.0921524
"466",2025-05-08 23:39:07,-86.6592071,36.0784238
"467",2025-05-08 23:40:05,-86.7404395,36.2386641
"468",2025-05-08 23:42:53,-86.6838914,36.0690967
"469",2025-05-08 23:47:22,-86.6922277,36.1849133
"470",2025-05-08 23:51:28,-86.7724728,36.040878
"471",2025-05-09 00:00:59,-86.6922277,36.1849133
"472",2025-05-09 00:02:43,-86.6550783,36.0796325
"473",2025-05-09 00:09:11,-86.7724728,36.040878
"474",2025-05-09 00:18:23,-86.6958213,36.1275408
"475",2025-05-09 00:22:11,-86.7601169,36.2260659
"476",2025-05-09 00:28:01,-86.6775064,36.1079881
"477",2025-05-09 00:32:02,-86.6272395,36.0896131
"478",2025-05-09 00:32:52,-86.7491789,36.0416121
"479",2025-05-09 00:33:52,-86.6729996,36.1063001
"480",2025-05-09 00:34:47,-86.6195468,36.018312
"481",2025-05-09 00:38:09,-86.6919607,36.1510348
"482",2025-05-09 00:38:30,-86.5977252,36.0585754
